學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41160117T,學生1649,CSU0001,程式設計（一）,3,教師35,86,59,25
41200241E,學生135,CSU0001,程式設計（一）,3,教師35,74,13,88
41032026A,學生76,CSU0001,程式設計（一）,3,教師35,74,8,59
41192202M,學生1221,CSU0001,程式設計（一）,3,教師35,87,89,40
41273128H,學生671,CSU0001,程式設計（一）,3,教師35,99,52,28
41120133L,學生980,CSU0001,程式設計（一）,3,教師35,23,1,14
41122007L,學生1044,CSU0001,程式設計（一）,3,教師35,2,83,44
41284213I,學生875,CSU0001,程式設計（一）,3,教師35,21,91,64
41060015T,學生1647,CSU0001,程式設計（一）,3,教師35,52,59,88
41072240H,學生639,CSU0001,程式設計（一）,3,教師35,1,70,70
41140223S,學生1332,CSU0001,程式設計（一）,3,教師35,87,43,8
41009232E,學生402,CSU0001,程式設計（一）,3,教師35,29,7,87
41242216S,學生1420,CSU0001,程式設計（一）,3,教師35,37,46,0
41141201S,學生1355,CSU0001,程式設計（一）,3,教師35,1,34,7
41151040S,學生1624,CSU0001,程式設計（一）,3,教師35,63,77,87
41043004S,學生1449,CSU0001,程式設計（一）,3,教師35,59,80,62
41120227L,學生974,CSU0001,程式設計（一）,3,教師35,20,35,10
41100046E,學生140,CSU0001,程式設計（一）,3,教師35,32,49,80
410H0001I,學生904,CSU0001,程式設計（一）,3,教師35,75,3,7
41105045E,學生278,CSU0001,程式設計（一）,3,教師35,57,1,34
41109205E,學生375,CSU0001,程式設計（一）,3,教師35,21,5,34
41090030M,學生1203,CSU0001,程式設計（一）,3,教師35,88,53,32
41002106E,學生192,CSU0001,程式設計（一）,3,教師35,48,3,4
41102008E,學生194,CSU0001,程式設計（一）,3,教師35,90,53,40
41023104L,學生1086,CSU0001,程式設計（一）,3,教師35,58,92,27
41270126H,學生530,CSU0001,程式設計（一）,3,教師35,41,62,6
41013043E,學生500,CSU0001,程式設計（一）,3,教師35,91,17,72
41144203S,學生1495,CSU0001,程式設計（一）,3,教師35,59,89,71
41201103E,學生144,CSU0001,程式設計（一）,3,教師35,79,43,11
41268123T,學生1699,CSU0001,程式設計（一）,3,教師35,14,33,33
41043106S,學生1451,CSU0001,程式設計（一）,3,教師35,61,73,32
41260016T,學生1648,CSU0001,程式設計（一）,3,教師35,61,61,47
41141145S,學生1399,CSU0001,程式設計（一）,3,教師35,46,99,22
41243016S,學生1461,CSU0001,程式設計（一）,3,教師35,61,13,61
41076016H,學生748,CSU0001,程式設計（一）,3,教師35,50,94,87
41157209O,學生1269,CSU0001,程式設計（一）,3,教師35,54,47,36
411H0111I,學生914,CSU0001,程式設計（一）,3,教師35,63,14,98
41251006S,學生1590,CSU0001,程式設計（一）,3,教師35,2,71,43
41170230H,學生534,CSU0001,程式設計（一）,3,教師35,100,77,85
41251002S,學生1586,CSU0001,程式設計（一）,3,教師35,50,86,90
41013226E,學生483,CSU0013,資料結構,3,教師36,51,50,77
41177204H,學生777,CSU0013,資料結構,3,教師36,92,6,86
41051026S,學生1610,CSU0013,資料結構,3,教師36,14,20,61
41170021H,學生525,CSU0013,資料結構,3,教師36,71,72,39
41172033H,學生632,CSU0013,資料結構,3,教師36,60,38,84
41068241T,學生1717,CSU0013,資料結構,3,教師36,20,17,79
41184041I,學生903,CSU0013,資料結構,3,教師36,82,3,81
41213140E,學生497,CSU0013,資料結構,3,教師36,86,88,52
41068032T,學生1708,CSU0013,資料結構,3,教師36,74,59,23
412H0036I,學生939,CSU0013,資料結構,3,教師36,74,13,25
41126034L,學生1165,CSU0013,資料結構,3,教師36,87,8,88
41070127H,學生531,CSU0013,資料結構,3,教師36,99,89,59
41202021E,學生207,CSU0013,資料結構,3,教師36,23,52,40
41241205S,學生1359,CSU0013,資料結構,3,教師36,2,1,28
41200235E,學生129,CSU0013,資料結構,3,教師36,21,83,14
41126117L,學生1148,CSU0013,資料結構,3,教師36,52,91,44
41101111E,學生152,CSU0013,資料結構,3,教師36,1,59,64
41130043A,學生43,CSU0013,資料結構,3,教師36,87,70,88
41072141H,學生640,CSU0013,資料結構,3,教師36,29,43,70
41060014T,學生1646,CSU0013,資料結構,3,教師36,37,7,8
41251110S,學生1594,CSU0013,資料結構,3,教師36,1,46,87
41140036S,學生1345,CSU0013,資料結構,3,教師36,63,34,0
41209038E,學生408,CSU0013,資料結構,3,教師36,59,77,7
41205239E,學生272,CSU0013,資料結構,3,教師36,20,80,87
41257244O,學生1304,CSU0013,資料結構,3,教師36,32,35,62
41243235S,學生1480,CSU0013,資料結構,3,教師36,75,49,10
41176204H,學生736,CSU0013,資料結構,3,教師36,57,3,80
41251008S,學生1592,CSU0013,資料結構,3,教師36,21,1,7
41209234E,學生404,CSU0013,資料結構,3,教師36,88,5,34
41011044E,學生455,CSU0013,資料結構,3,教師36,48,53,34
41090023M,學生1196,CSU0013,資料結構,3,教師36,90,3,32
411H0021I,學生924,CSU0013,資料結構,3,教師36,58,53,4
410H0237I,學生940,CSU0013,資料結構,3,教師36,41,92,40
41290236M,學生1209,CSU0013,資料結構,3,教師36,91,62,27
41123247L,學生1129,CSU0013,資料結構,3,教師36,59,17,6
41190215M,學生1188,CSU0013,資料結構,3,教師36,79,89,72
41201031E,學生172,CSU0013,資料結構,3,教師36,14,43,71
41283227I,學生842,CSU0013,資料結構,3,教師36,61,33,11
41005216E,學生249,CSU0013,資料結構,3,教師36,61,73,33
41132140A,學生90,CSU0013,資料結構,3,教師36,46,61,32
41026107L,學生1138,CSU0013,資料結構,3,教師36,61,99,47
41083232I,學生847,CSU0013,資料結構,3,教師36,50,13,22
41101235E,學生176,CSU0013,資料結構,3,教師36,54,94,61
41000229E,學生123,CSU0013,資料結構,3,教師36,63,47,87
41276119H,學生751,CSU0013,資料結構,3,教師36,2,14,36
41090119M,學生1192,CSU0013,資料結構,3,教師36,100,71,98
41241204S,學生1358,CSU0049,類比數位運算元件,3,教師27,51,20,84
41123202L,學生1084,CSU0049,類比數位運算元件,3,教師27,92,72,79
41107135E,學生363,CSU0049,類比數位運算元件,3,教師27,14,38,81
41241216S,學生1370,CSU0049,類比數位運算元件,3,教師27,71,17,52
41244240S,學生1532,CSU0049,類比數位運算元件,3,教師27,60,3,23
41140137S,學生1346,CSU0049,類比數位運算元件,3,教師27,20,88,25
41113237E,學生494,CSU0049,類比數位運算元件,3,教師27,82,59,88
41257023O,學生1283,CSU0049,類比數位運算元件,3,教師27,86,13,59
41171209H,學生562,CSU0049,類比數位運算元件,3,教師27,74,8,40
41144232S,學生1524,CSU0049,類比數位運算元件,3,教師27,74,89,28
41207101E,學生329,CSU0049,類比數位運算元件,3,教師27,87,52,14
41183212I,學生827,CSU0049,類比數位運算元件,3,教師27,99,1,44
411H0033I,學生936,CSU0049,類比數位運算元件,3,教師27,23,83,64
41113041E,學生498,CSU0049,類比數位運算元件,3,教師27,2,91,88
41005002E,學生235,CSU0049,類比數位運算元件,3,教師27,21,59,70
41132220A,學生70,CSU0049,類比數位運算元件,3,教師27,52,70,8
41102212E,學生198,CSU0049,類比數位運算元件,3,教師27,1,43,87
41083041I,學生856,CSU0049,類比數位運算元件,3,教師27,87,7,0
410H0143I,學生946,CSU0049,類比數位運算元件,3,教師27,29,46,7
41211116E,學生427,CSU0049,類比數位運算元件,3,教師27,37,34,87
41170106H,學生510,CSU0049,類比數位運算元件,3,教師27,1,77,62
41042206S,學生1410,CSU0049,類比數位運算元件,3,教師27,63,80,10
41276221H,學生753,CSU0049,類比數位運算元件,3,教師27,59,35,80
41226239L,學生1170,CSU0049,類比數位運算元件,3,教師27,20,49,7
41200232E,學生126,CSU0049,類比數位運算元件,3,教師27,32,3,34
41120029L,學生976,CSU0049,類比數位運算元件,3,教師27,75,1,34
41090025M,學生1198,CSU0049,類比數位運算元件,3,教師27,57,5,32
41171112H,學生565,CSU0049,類比數位運算元件,3,教師27,21,53,4
41141148S,學生1402,CSU0049,類比數位運算元件,3,教師27,88,3,40
41101113E,學生154,CSU0049,類比數位運算元件,3,教師27,48,53,27
41000229E,學生123,CSU0049,類比數位運算元件,3,教師27,90,92,6
41030002A,學生2,CSU0049,類比數位運算元件,3,教師27,58,62,72
41044212S,學生1504,CSU0049,類比數位運算元件,3,教師27,41,17,71
41109208E,學生378,CSU0049,類比數位運算元件,3,教師27,91,89,11
41051235S,學生1619,CSU0049,類比數位運算元件,3,教師27,59,43,33
41077023H,學生796,CSU0049,類比數位運算元件,3,教師27,79,33,32
41060208T,學生1640,CSU0049,類比數位運算元件,3,教師27,14,73,47
41032225A,學生75,CSU0049,類比數位運算元件,3,教師27,61,61,22
41277106H,學生779,CSU0049,類比數位運算元件,3,教師27,61,99,61
41107230E,學生358,CSU0049,類比數位運算元件,3,教師27,46,13,87
41126236L,學生1167,CSU0049,類比數位運算元件,3,教師27,61,94,36
41013145E,學生502,CSU0049,類比數位運算元件,3,教師27,50,47,98
41001019E,學生160,CSU0049,類比數位運算元件,3,教師27,54,14,43
41168017T,學生1693,CSU0049,類比數位運算元件,3,教師27,63,71,85
41270001H,學生505,CSU0049,類比數位運算元件,3,教師27,2,77,90
41171236H,學生589,CSU0049,類比數位運算元件,3,教師27,100,86,34
41107206E,學生334,CSU0049,類比數位運算元件,3,教師27,50,61,64
41171135H,學生588,CSU0049,類比數位運算元件,3,教師27,6,39,98
41247218S,學生1554,CSU0050,類比數位運算元件實驗,1,教師14,51,6,61
41176108H,學生740,CSU0050,類比數位運算元件實驗,1,教師14,92,20,39
41177113H,學生786,CSU0050,類比數位運算元件實驗,1,教師14,14,72,84
41011128E,學生439,CSU0050,類比數位運算元件實驗,1,教師14,71,38,79
41020109L,學生956,CSU0050,類比數位運算元件實驗,1,教師14,60,17,81
41032238A,學生88,CSU0050,類比數位運算元件實驗,1,教師14,20,3,52
41121225L,學生1012,CSU0050,類比數位運算元件實驗,1,教師14,82,88,23
41090030M,學生1203,CSU0050,類比數位運算元件實驗,1,教師14,86,59,25
41120012L,學生959,CSU0050,類比數位運算元件實驗,1,教師14,74,13,88
41244027S,學生1519,CSU0050,類比數位運算元件實驗,1,教師14,74,8,59
41277237H,學生810,CSU0050,類比數位運算元件實驗,1,教師14,87,89,40
41268123T,學生1699,CSU0050,類比數位運算元件實驗,1,教師14,99,52,28
41144241S,學生1533,CSU0050,類比數位運算元件實驗,1,教師14,23,1,14
41242004S,學生1408,CSU0050,類比數位運算元件實驗,1,教師14,2,83,44
41290018M,學生1191,CSU0050,類比數位運算元件實驗,1,教師14,21,91,64
41023149L,學生1131,CSU0050,類比數位運算元件實驗,1,教師14,52,59,88
41201129E,學生170,CSU0050,類比數位運算元件實驗,1,教師14,1,70,70
41220128L,學生975,CSU0050,類比數位運算元件實驗,1,教師14,87,43,8
41240218S,學生1327,CSU0050,類比數位運算元件實驗,1,教師14,29,7,87
41211102E,學生413,CSU0050,類比數位運算元件實驗,1,教師14,37,46,0
41190132M,學生1205,CSU0050,類比數位運算元件實驗,1,教師14,1,34,7
41032021A,學生71,CSU0050,類比數位運算元件實驗,1,教師14,63,77,87
41272023H,學生622,CSU0050,類比數位運算元件實驗,1,教師14,59,80,62
41102213E,學生199,CSU0050,類比數位運算元件實驗,1,教師14,20,35,10
41268028T,學生1704,CSU0050,類比數位運算元件實驗,1,教師14,32,49,80
41213135E,學生492,CSU0050,類比數位運算元件實驗,1,教師14,75,3,7
411H0107I,學生910,CSU0050,類比數位運算元件實驗,1,教師14,57,1,34
41176115H,學生747,CSU0050,類比數位運算元件實驗,1,教師14,21,5,34
41184205I,學生867,CSU0050,類比數位運算元件實驗,1,教師14,88,53,32
41013111E,學生468,CSU0050,類比數位運算元件實驗,1,教師14,48,3,4
41101008E,學生149,CSU0050,類比數位運算元件實驗,1,教師14,90,53,40
41205223E,學生256,CSU0050,類比數位運算元件實驗,1,教師14,58,92,27
41140107S,學生1316,CSU0050,類比數位運算元件實驗,1,教師14,41,62,6
41201215E,學生156,CSU0050,類比數位運算元件實驗,1,教師14,91,17,72
41240202S,學生1311,CSU0050,類比數位運算元件實驗,1,教師14,59,89,71
41092013M,學生1232,CSU0050,類比數位運算元件實驗,1,教師14,79,43,11
41083204I,學生819,CSU0050,類比數位運算元件實驗,1,教師14,14,33,33
41213121E,學生478,CSU0050,類比數位運算元件實驗,1,教師14,61,73,32
41242216S,學生1420,CSU0050,類比數位運算元件實驗,1,教師14,61,61,47
41260016T,學生1648,CSU0050,類比數位運算元件實驗,1,教師14,46,99,22
41076003H,學生735,CSU0050,類比數位運算元件實驗,1,教師14,61,13,61
41021143L,學生1030,CSU0050,類比數位運算元件實驗,1,教師14,50,94,87
41160036T,學生1668,CSU0050,類比數位運算元件實驗,1,教師14,54,47,36
41113146E,學生503,CSU0050,類比數位運算元件實驗,1,教師14,63,14,98
41101220E,學生161,CSU0050,類比數位運算元件實驗,1,教師14,2,71,43
41090229M,學生1202,CSU0050,類比數位運算元件實驗,1,教師14,100,77,85
41270233H,學生537,CSU0050,類比數位運算元件實驗,1,教師14,50,86,90
41244130S,學生1522,CSUE301,資訊科技教材教法（教）,2,教師23,51,63,99
41151025S,學生1609,CSUE301,資訊科技教材教法（教）,2,教師23,92,2,13
41020017L,學生964,CSUE301,資訊科技教材教法（教）,2,教師23,14,100,94
41173207H,學生650,CSUE301,資訊科技教材教法（教）,2,教師23,71,50,47
41042022S,學生1426,CSUE301,資訊科技教材教法（教）,2,教師23,60,6,14
41275030H,學生717,CSUE301,資訊科技教材教法（教）,2,教師23,20,20,71
41268207T,學生1683,CSUE301,資訊科技教材教法（教）,2,教師23,82,72,77
41077114H,學生787,CSUE301,資訊科技教材教法（教）,2,教師23,86,38,86
41184226I,學生888,CSUE301,資訊科技教材教法（教）,2,教師23,74,17,61
41175129H,學生716,CSUE301,資訊科技教材教法（教）,2,教師23,74,3,39
41120037L,學生984,CSUE301,資訊科技教材教法（教）,2,教師23,87,88,84
41100227E,學生121,CSUE301,資訊科技教材教法（教）,2,教師23,99,59,79
41105130E,學生263,CSUE301,資訊科技教材教法（教）,2,教師23,23,13,81
41120114L,學生961,CSUE301,資訊科技教材教法（教）,2,教師23,2,8,52
41013111E,學生468,CSUE301,資訊科技教材教法（教）,2,教師23,21,89,23
41142031S,學生1435,CSUE301,資訊科技教材教法（教）,2,教師23,52,52,25
41176228H,學生760,CSUE301,資訊科技教材教法（教）,2,教師23,1,1,88
41057206O,學生1266,CSUE301,資訊科技教材教法（教）,2,教師23,87,83,59
41021207L,學生994,CSUE301,資訊科技教材教法（教）,2,教師23,29,91,40
41051127S,學生1611,CSUE301,資訊科技教材教法（教）,2,教師23,37,59,28
41171220H,學生573,CSUE301,資訊科技教材教法（教）,2,教師23,1,70,14
41075023H,學生710,CSUE301,資訊科技教材教法（教）,2,教師23,63,43,44
41144218S,學生1510,CSUE301,資訊科技教材教法（教）,2,教師23,59,7,64
41043032S,學生1477,CSUE301,資訊科技教材教法（教）,2,教師23,20,46,88
41190202M,學生1175,CSUE301,資訊科技教材教法（教）,2,教師23,32,34,70
41140022S,學生1331,CSUE301,資訊科技教材教法（教）,2,教師23,75,77,8
41077023H,學生796,CSUE301,資訊科技教材教法（教）,2,教師23,57,80,87
41057238O,學生1298,CSUE301,資訊科技教材教法（教）,2,教師23,21,35,0
41275219H,學生706,CSUE301,資訊科技教材教法（教）,2,教師23,88,49,7
41042206S,學生1410,CSUE301,資訊科技教材教法（教）,2,教師23,48,3,87
41121213L,學生1000,CSUE301,資訊科技教材教法（教）,2,教師23,90,1,62
41226231L,學生1162,CSUE301,資訊科技教材教法（教）,2,教師23,58,5,10
41211108E,學生419,CSUE301,資訊科技教材教法（教）,2,教師23,41,53,80
41123043L,學生1125,CSUE301,資訊科技教材教法（教）,2,教師23,91,3,7
41100031E,學生125,CSUE301,資訊科技教材教法（教）,2,教師23,59,53,34
41105020E,學生253,CSUE301,資訊科技教材教法（教）,2,教師23,79,92,34
41251036S,學生1620,CSUE301,資訊科技教材教法（教）,2,教師23,14,62,32
41147101S,學生1537,CSUE301,資訊科技教材教法（教）,2,教師23,61,17,4
41213030E,學生487,CSUE301,資訊科技教材教法（教）,2,教師23,61,89,40
41000006E,學生100,CSUE301,資訊科技教材教法（教）,2,教師23,46,43,27
41030130A,學生30,CSUE301,資訊科技教材教法（教）,2,教師23,61,33,6
41020224L,學生971,CSUE301,資訊科技教材教法（教）,2,教師23,50,73,72
41142138S,學生1442,CSUE301,資訊科技教材教法（教）,2,教師23,54,61,71
41013023E,學生480,CSC0001,資料探勘,3,教師21,51,63,99
41201103E,學生144,CSC0001,資料探勘,3,教師21,92,2,13
41232223A,學生73,CSC0001,資料探勘,3,教師21,14,100,94
41106008E,學生291,CSC0001,資料探勘,3,教師21,71,50,47
41142228S,學生1432,CSC0001,資料探勘,3,教師21,60,6,14
41123025L,學生1107,CSC0001,資料探勘,3,教師21,20,20,71
411H0140I,學生943,CSC0001,資料探勘,3,教師21,82,72,77
41220001L,學生948,CSC0001,資料探勘,3,教師21,86,38,86
41113207E,學生464,CSC0001,資料探勘,3,教師21,74,17,61
41141129S,學生1383,CSC0001,資料探勘,3,教師21,74,3,39
41240044S,學生1353,CSC0001,資料探勘,3,教師21,87,88,84
41051212S,學生1596,CSC0001,資料探勘,3,教師21,99,59,79
41190109M,學生1182,CSC0001,資料探勘,3,教師21,23,13,81
